,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2018-03-01,1,1,0,0,['amberruddhr appear suffer amnesia quick reminder promised regards citizens rights'],0.3333333333333333,Conservative,Amber Rudd,General
2018-03-01,6,1,2,3,"['said recent past assumed noticed cameron catastrophically decision call ukip surge bozo stabbing cam back career must mistaken', 'sadly losers result outcome likely much worse week lost economic output week predicted analysis post nearly jobs lost already nb denied vote', 'will deliver promises', 'one heck cometh hour called right u admiration respect worth', 'please groups peoples political backgrounds join forces vote spanned must unite stop', 'non will seem recall uk thing stems alone']",-0.047023809523809544,Conservative,Anna Soubry,General
2018-03-01,2,1,0,1,"['true disheartening trust daviddavismp borisjohnson liamfox conservatives took months negotiate deal signed day means', 'role emotion science dynamic mr spock tedtalks recalling newscientist borisjohnson dictum reason triumph scientists need learn engage emotion']",0.175,Conservative,Boris Johnson,General
2018-03-01,2,1,1,0,"['telegraph headline match article cskidmoreuk conservatives policy say labour party hope quite contrary said offers party opportunity renewal amid looming threat socialism labour', 'obr forecasts ideology economy conservatives will borrow extra order shrink economy per week piece referenced zero pragmatic conservatism sad']",-0.13333333333333333,Conservative,Chris Skidmore,General
2018-03-01,1,0,0,1,['divisive politicians sides fence ca agree countries outside eu wondering world moved give us chance vote'],0.0,Labour,Chuka Umunna,General
2018-03-01,1,1,0,0,['true disheartening trust daviddavismp borisjohnson liamfox conservatives took months negotiate deal signed day means'],0.35,Conservative,David Davis,General
2018-03-01,1,0,0,1,['information commissioner taking instructions government ensure embarrassing stuff campaign'],0.0,Labour,David Lammy,General
2018-03-01,2,1,0,1,"['reading news story stuffed away pg uk ministers hope eu will continue protect scottish exports cheap imitations davidmundelldct ensuring protection remains calls scaremongering good enough', 'optimistic outlook davidmundelldct saying hoping take forward solid progress agreement uk devolved govs jmc tomorrow']",0.275,Conservative,David Mundell,General
2018-03-01,1,0,0,1,['swing leave remain changed result'],0.0,Labour,Diane Abbott,General
2018-03-01,1,1,0,0,['true disheartening trust daviddavismp borisjohnson liamfox conservatives took months negotiate deal signed day means'],0.35,Conservative,Dr Liam Fox,General
2018-03-01,2,0,1,1,"['advisory irreversible obviously ca know will people change years likely deal will years ref demands people oppose', 'sinister tories putting party country pushing us will damage uk economy uk reputation globally tory party hiring trolls social media put smears lies much money tories russian']",-0.03809523809523809,Conservative,Elizabeth Truss,General
2018-03-01,1,1,0,0,['gillfurnissmp evidence pretty clear cheating need terms exit eu incl option leave see evidence'],0.17500000000000002,Labour,Gill Furniss,General
2018-03-01,2,2,0,0,"['polite riposte mp governor hong kong greatly supported lord patten trying bring democracy hong kong great sadness want democracy uk thinks done told', 'blair far philosopher king incorrigible nincompoop blog https']",0.5666666666666668,Conservative,Jacob Rees-Mogg,General
2018-03-01,7,4,1,2,"['freelancing work recovered financial crash amp vote happened work months following june amp even now jobs scarce amp underpaid politicos will ok us lot', 'thanks clarification sure appreciate looked re timing know campaigning many local labour activists inc cllrs hold genuine views', 'ken clarke blown jeremycorbyn best censored indistinguishable david cameron kiss death', 'mp sacked shadow cabinet jeremycorbyn calling another', 'mp sacked shadow cabinet jeremycorbyn calling another', 'blame jeremycorbyn called david cameron told hold talked forming move conservatives told david davis really shit negotiations stuck funding promise bus', 'love stopped want second jeremycorbyn right remove someone front bench person speaking agreed party line']",0.2835164835164835,Labour,Jeremy Corbyn,General
2018-03-01,2,0,1,1,"['chuka don t think tories need big story distract everybody labourpress jeremycorbyn yvettecoopermp cchqpress hilarybennmp jhowelluk', 'explanation mad hatters tea party nice cchqpress cchqlondon jhowelluk philiphammonduk labourpress']",-0.00833333333333334,Conservative,John Howell,General
2018-03-01,1,1,0,0,['well said lack leaders many paths choose advocate mini census similar voters views analysed anonomised give huge mandate negotiated changes within eu structures support across constructive destructive'],0.07500000000000004,Labour,Keir Starmer,General
2018-03-01,1,0,0,1,['far know tried repeatedly voting rights abroad inc amp tried citizens vote pity enough support parties'],0.0,Conservative,Layla Moran,General
2018-03-01,1,0,0,1,['welsh hospitals already suffering loss eu staff dismay getting english language requirements nurses commonwealth countries reduced compensate'],0.0,Conservative,Michael Gove,General
2018-03-01,3,3,0,0,"['complete jumping gun somewhat nothing happens gang sort ni border issue deal neildotobrien worried constituent', 'makes good point thinking neildotobrien please advise voters need know worried constituent', 'position british public another referendum final deal neildotobrien sure local voters know please advise worried constituent']",0.1857142857142857,Conservative,Neil O'Brien,General
2018-03-01,1,0,1,0,['said recent past assumed noticed cameron catastrophically decision call ukip surge bozo stabbing cam back career must mistaken'],-0.2125,Conservative,Nicky Morgan,General
2018-03-01,3,1,0,2,"['obviously nod old bosses pfizer push second help profit margins lobbyist always lobbyist never allow leave', 'mp sacked shadow cabinet jeremycorbyn calling another', 'mp sacked shadow cabinet jeremycorbyn calling another']",0.03333333333333333,Labour,Owen Smith,General
2018-03-01,1,0,1,0,['flagship broadcasting campaign output audiences selected alleged sympathiser ukip meps panel green two weeks ago führage apps highest loaded q s held areas'],-0.15000000000000002,Scottish National,Paul Sweeney,General
2018-03-01,1,0,0,1,['welsh hospitals already suffering loss eu staff dismay getting english language requirements nurses commonwealth countries reduced compensate'],0.0,Conservative,Sajid Javid,General
2018-03-01,9,5,1,3,"['one first things announced intention withdraw think bit late sound alarm bells now thanks', 'true disheartening trust daviddavismp borisjohnson liamfox conservatives took months negotiate deal signed day means', 't read article summary surely answer take account leave voters amp abstainers looked declared advisory amp offer act uk s interests', 'mean immigration india middle east definately going stop realize millions commonwealth citizens right vote voted leave thinking will open immigration india', 'welsh hospitals already suffering loss eu staff dismay getting english language requirements nurses commonwealth countries reduced compensate', 'dear onwards bothered represent every people voted treated contempt now hold amp wretched government contempt will coming together', 'amberruddhr appear suffer amnesia quick reminder promised regards citizens rights', 'enabling cameron gave us voted forcing fit equation accept result people oh yet', 'non will seem recall uk thing stems alone']",0.16204212454212452,Conservative,Theresa May,General
2018-03-01,1,0,0,1,['far know tried repeatedly voting rights abroad inc amp tried citizens vote pity enough support parties'],0.0,Liberal Democrats,Tom Brake,General
2018-03-01,4,1,1,2,"['decision remaining members sm freedoms hardly leaving clear side said campaign leaving almost certain public opinion waxes wanes opinion poll matters actual vote', 'told repeatedly campaign muslim increases uk due eu even now look discussion muslims twitter gullible idiots learned social media farage', 'far know tried repeatedly voting rights abroad inc amp tried citizens vote pity enough support parties', 'now need find leak played key role https']",-0.07242063492063493,Liberal Democrats,Vincent Cable,General
2018-03-01,1,1,0,0,['go yvettecoopermp putting case clearly electoralcommuk inquiry going separating result'],0.10000000000000002,Labour,Yvette Cooper,General
2018-04-01,1,1,0,0,['ignorance nearly two years still struggling find decent answer frictionless trade breathtaking switzerland model clearly credible answer try andrealeadsom danieljhannan still ca see better answer'],0.4333333333333333,Conservative,Andrea Leadsom,General
2018-04-01,2,2,0,0,"['much try wriggle head pin getting away electorate led believe result implemented chukaumunna et al', 'people option vote democratic many excluded vote due impact lives amp many overseas voters eu whose votes didn t arrive mob rule vote meant safeguards minorities representative democracy protects lost']",0.26875,Conservative,Anna Soubry,General
2018-04-01,2,1,1,0,"['message hope hate tories coma last ten years wake lifelong conservative voter feel complete idiot rather amputate leg support reasons', 'realistic choice lib dems closest views apart voting first time life']",-0.1425925925925926,Conservative,Ben Bradley,General
2018-04-01,3,0,1,2,"['brexit royaleconsoc warn risk leading british economist supports disorderly one wishful thinking borisjohnson lies sir norgrove explains mill uk gross contribution https', 'fine dandy forgetting something seen record bribery rigging smears lies interference dirty tricks etc tories play rules', 'needs break away need warmongers needs independence now needs independence borisjohnson sadiqkhan']",-0.04583333333333332,Conservative,Boris Johnson,General
2018-04-01,1,0,1,0,['bbcquestiontime bury st edmunds tonight electorate bury st edmunds voted usual panel supporters stacked supporter constituency'],-0.25,Green  of England and Wales,Caroline Lucas,General
2018-04-01,1,0,1,0,['fine dandy forgetting something seen record bribery rigging smears lies interference dirty tricks etc tories play rules'],-0.09166666666666665,Independent,Chris Williamson,General
2018-04-01,1,1,0,0,['much try wriggle head pin getting away electorate led believe result implemented chukaumunna et al'],0.2,Labour,Chuka Umunna,General
2018-04-01,1,0,0,1,['daviddavismp allowed look facts change mind public allowed look facts months change mind ca measured'],0.0,Conservative,David Davis,General
2018-04-01,1,0,0,1,['article june shortly s still relevant today davidlammy please keep fighting behind'],0.0,Labour,David Lammy,General
2018-04-01,1,0,1,0,['bbcquestiontime bury st edmunds tonight electorate bury st edmunds voted usual panel supporters stacked supporter constituency'],-0.25,Labour,Diane Abbott,General
2018-04-01,1,0,0,1,['fact international coverage check results'],0.0,Labour,Emily Thornberry,General
2018-04-01,1,1,0,0,['another vote learn lessons one reason decisive threshold close amp now many feel views heard speaking evening'],0.5,Labour,Helen Hayes,General
2018-04-01,5,4,1,0,"['jeremycorbyn johnmcdonnellmp alongside katehoeymp lifelong s first challenge leader wholly absent uklabour s official campaign abdicated every msm leader opposition slot filled https', 'assuming meant lost list yes number customers direct result partially fx mostly withdrawn investment usa eu used gateway europe', 'jeremycorbyn uklabour lost support voters tactical voters mainland eu citizens living uk banned young voters voters jewish voters', 'got begging letter jeremycorbyn today answer one feelings made quite clear dealt swiftly merely asking much finger wag', 'yeah okay maybe vote say goddam lookin sense mps today hope vote stay jeremycorbyn https']",0.1409090909090909,Labour,Jeremy Corbyn,General
2018-04-01,1,1,0,0,['yeah okay maybe vote say goddam lookin sense mps today hope vote stay jeremycorbyn https'],0.5,Conservative,Jeremy Hunt,General
2018-04-01,2,1,0,1,"['advance next commonscms evidence session tomorrow morning evidence published re amp now interesting stuff emmalbriant https', 'ukip amp eldon insurance carolecadwalla amp commonscms inquiry https']",0.25,Labour,Jo Stevens,General
2018-04-01,1,1,0,0,['jeremycorbyn johnmcdonnellmp alongside katehoeymp lifelong s first challenge leader wholly absent uklabour s official campaign abdicated every msm leader opposition slot filled https'],0.18333333333333335,Labour,John McDonnell,General
2018-04-01,1,1,0,0,['quite correct johnredwood govt tax amp enviro policy dented new car market brexit amp confidence treasury still operating'],0.13636363636363635,Conservative,John Redwood,General
2018-04-01,1,0,0,1,['elections andrew positions party takes crucial issues amount wool pulling will deflect core truth mind ghastly make concerned'],0.0,Conservative,Julia Lopez,General
2018-04-01,1,0,1,0,['one already trade mean coffee bananas phones chocolate come oh s right via eu deals ll losing others trade links europe isn t little s largest richest trading bloc world'],-0.07142857142857144,Conservative,Julian Smith,General
2018-04-01,1,1,0,0,['jeremycorbyn johnmcdonnellmp alongside katehoeymp lifelong s first challenge leader wholly absent uklabour s official campaign abdicated every msm leader opposition slot filled https'],0.18333333333333335,Labour,Kate Hoey,General
2018-04-01,1,0,1,0,['especially stupid dark forces work behind scenes actually boasted blew targeted advertising probably turned votes approx voters whole turned votes people'],-0.26999999999999996,Labour,Keir Starmer,General
2018-04-01,1,1,0,0,['looking forward hearing niallhodson good local councillor hard working voted lib dem previously locals increasingly irritated ld s clear desire ignore undermine brexit every oppourtinity'],0.06833333333333333,Conservative,Kevin Hollinrake,General
2018-04-01,1,0,1,0,['bbcquestiontime bury st edmunds tonight electorate bury st edmunds voted usual panel supporters stacked supporter constituency'],-0.25,Conservative,Matthew Hancock,General
2018-04-01,2,1,1,0,"['discuss brexit long night two years ago amp still discussing guess will still discussing years now amp eec referendum result anything go will still discussing years now', 'sir leaving customs union sm never ballot paper thing might conclude majority people vote satisfied status quo']",0.225,Conservative,Michael Gove,General
2018-04-01,1,1,0,0,['worked russia great country shame abt politics tell communism already oxford uni computational propaganda project found tweets week came bots worry abt'],0.35000000000000003,Conservative,Nadine Dorries,General
2018-04-01,1,1,0,0,['yeah okay maybe vote say goddam lookin sense mps today hope vote stay jeremycorbyn https'],0.5,Conservative,Nicky Morgan,General
2018-04-01,1,0,1,0,['got begging letter jeremycorbyn today answer one feelings made quite clear dealt swiftly merely asking much finger wag'],-0.06666666666666665,Labour,Owen Smith,General
2018-04-01,1,1,0,0,['really want frictionless borders britain post deal already agreed currently conniving group s subvert will british electorate british gov negotiated good faith day one'],0.18,Scottish National,Stephen Kerr,General
2018-04-01,5,2,1,2,"['realise calling general election mandate win right wanted something different hard leave result pointed non binary view outcome reflect', 'fine dandy forgetting something seen record bribery rigging smears lies interference dirty tricks etc tories play rules', 'yesterday protested uk demanding leader pesident urge queen pressure via', 'needs break away need warmongers needs independence now needs independence borisjohnson sadiqkhan', 'african nations agreed biafra state separated nigeria reasons wonderfully expressed far kenya realdonaldtrump jencabenca netanyahu mbuhari antonioguterres enemy freedom un https']",0.17607142857142857,Conservative,Theresa May,General
2018-05-01,1,0,1,0,['hi alexchalkchelt don t usually bother replying tweets constituents won t hold breath s nearly years tell now'],-0.075,Conservative,Alex Chalk,General
2018-05-01,2,1,0,1,"['please ask amberruddhr take stance backbenches owes supported silent now', 'thought amberruddhr set immigration review year ago ongoing seems govt policy still target unclear despite old anyone explained figure came ref point net surprise voted leave']",0.03333333333333333,Conservative,Amber Rudd,General
2018-05-01,2,0,1,1,"['tonight bbcquestiontime comes voting worthing people worthing voted', 'describe million voters minority ideologically driven hard brexiteers case forgotten anna voters majority taking maths lessons hackneyabbott']",-0.2916666666666667,Conservative,Anna Soubry,General
2018-05-01,1,0,0,1,['tonight bbcquestiontime comes voting worthing people worthing voted'],0.0,Labour,Anneliese Dodds,General
2018-05-01,1,1,0,0,['prevent happening best initiative damn results rip notification negotiate eu deals basis staying eu make second referendum forget brexit'],0.5,Labour,Barry Gardiner,General
2018-05-01,2,2,0,0,"['narrative keeps shifting away sunny uplands danieljhannan borisjohnson liamfox daviddavismp promised pre funny https', 'realdonaldtrump borisjohnson donaldtusk biafrans need immediate exit nigeria desintegration nigeria task must accomplished https']",0.225,Conservative,Boris Johnson,General
2018-05-01,1,1,0,0,['dear charlieelphicke assume bonhomie amp evasiveness still identifiable benefits yes asked vote dark now better idea need con'],0.15,Conservative,Charlie Elphicke,General
2018-05-01,1,1,0,0,['thanks carolecadwalla mention latest piece great robbery words wednesday commonscms will hear evidence jeff silvester arron banks amp andy wigmore meanwhile misled parliament'],0.5,Labour,Christian Matheson,General
2018-05-01,3,1,1,1,"['durham miners gala distance uklabour mps voted perhaps time labour fulfil manifesto commitment', 'specifically leaving european union nothing see eu separate institution customs union eea single market enough lies amp extremists', 'chukaumunna judge twitter interactions public opinion progressed amp media blocking discussion parliament silent sure another ref best way stopping']",0.20408163265306123,Labour,Chuka Umunna,General
2018-05-01,1,1,0,0,['thanks carolecadwalla mention latest piece great robbery words wednesday commonscms will hear evidence jeff silvester arron banks amp andy wigmore meanwhile misled parliament'],0.5,Conservative,Damian Collins,General
2018-05-01,1,1,0,0,['narrative keeps shifting away sunny uplands danieljhannan borisjohnson liamfox daviddavismp promised pre funny https'],0.25,Conservative,David Davis,General
2018-05-01,1,0,1,0,['describe million voters minority ideologically driven hard brexiteers case forgotten anna voters majority taking maths lessons hackneyabbott'],-0.2916666666666667,Labour,Diane Abbott,General
2018-05-01,2,1,0,1,"['narrative keeps shifting away sunny uplands danieljhannan borisjohnson liamfox daviddavismp promised pre funny https', 'people argument liamfox et al ignores fact parliament post democratic mandate']",0.25,Conservative,Dr Liam Fox,General
2018-05-01,3,3,0,0,"['france australia exports uk cheese reached mark last year rising fair trussliz s france ok eu aus vs turn ironic use', 'lessons locals will support conservatives deliver people voted b instigate realistic immigration policy put pressure services c affirm nation states problem cc trussliz brandonlewis', 'brilliant interview chief secretary treasury trussliz morning gmb highlighting importance maths education latest']",0.4238095238095238,Conservative,Elizabeth Truss,General
2018-05-01,1,1,0,0,['heal divisions great insights demos thinktank opiniumresearch project'],0.8,Conservative,George Freeman,General
2018-05-01,1,1,0,0,['thanks carolecadwalla mention latest piece great robbery words wednesday commonscms will hear evidence jeff silvester arron banks amp andy wigmore meanwhile misled parliament'],0.5,Labour,Ian C. Lucas,General
2018-05-01,1,0,0,1,['archive tobyperkinsmp looking worried saying days'],0.0,Conservative,Jacob Rees-Mogg,General
2018-05-01,3,0,3,0,"['yet abuse social media supporters proliferated jeremycorbyn became leader maybe distasteful seen joining twitter', 'quite lot missing', 'time jeremycorbyn stood useless leader opposition failing protect poor brexit failing support peoples vote final brexit deal mps going realise vote now date']",-0.2611111111111111,Labour,Jeremy Corbyn,General
2018-05-01,1,1,0,0,['thanks carolecadwalla mention latest piece great robbery words wednesday commonscms will hear evidence jeff silvester arron banks amp andy wigmore meanwhile misled parliament'],0.5,Labour,Jo Stevens,General
2018-05-01,1,1,0,0,['great piece kirstystricklan much agree thesnp sign without guarantees scotland s vote will respected time amp mandate recognised'],0.5,Scottish National,Joanna Cherry QC,General
2018-05-01,1,0,1,0,['yet abuse social media supporters proliferated jeremycorbyn became leader maybe distasteful seen joining twitter'],-0.23333333333333334,Labour,Kate Hoey,General
2018-05-01,1,1,0,0,['dominic johnson resign yes guardian admits preference excellent accounts save us https'],1.0,Labour,Keir Starmer,General
2018-05-01,1,0,1,0,['guy talks hole head tories want look disappointed uk society apart civil war little way forward will hurt us even muppets right house'],-0.21726190476190477,Conservative,Kwasi Kwarteng,General
2018-05-01,1,0,1,0,['position re culture minister matthancock blow bluster article re punishing social media giants highlights uk politicians distortion uk power world especially post small island separated eu power limited'],-0.07202380952380952,Conservative,Matthew Hancock,General
2018-05-01,1,0,1,0,['pain allowing democratic vote something never chance vote don t say vote things moved bit common market voted years ago well overdue'],-0.3,Conservative,Nadine Dorries,General
2018-05-01,1,1,0,0,['thought amberruddhr set immigration review year ago ongoing seems govt policy still target unclear despite old anyone explained figure came ref point net surprise voted leave'],0.05,Independent,Nick Boles,General
2018-05-01,1,0,1,0,['quite surprised attack philiphammonduk voted remain need sabotage need cooperation unfortunately seems galileognss become sparring match govuk https'],-0.2,Conservative,Philip Hammond,General
2018-05-01,1,1,0,0,['going go soft sajidjavid month allow time settle discover soul remember video campaign show integrity cojones true leader'],0.22499999999999998,Conservative,Sajid Javid,General
2018-05-01,5,2,0,3,"['rigged top bottom remain amp still lost amp hillary ghost will yield exorcism remainers remoaners amp eg relentlessly seek scupper legitimate democratic mandate hook amp crook', 'electorate given simple choice leave stay asked leaving single market customs union mandate people trying keep party happy', 'brits brought us will longer vote simple', 'said never going let happen intended people obvious start weakened position watered demanded', 'made mps across spectrum give us simply one vote']",0.17551020408163268,Conservative,Theresa May,General
2018-05-01,1,0,0,1,['archive tobyperkinsmp looking worried saying days'],0.0,Labour,Toby Perkins,General
2018-06-01,3,0,3,0,"['expressing disbelief stupidity government proceeding course despite evidence many others feel please experiment try looking point view', 'saving countryside people dangerous levels pollution vital adamafriyie will protect environmental standards vote', 'adamafriyie concerned constituent small business owner receive equivalent impact assessment tory government ardently support']",-0.16999999999999998,Conservative,Adam Afriyie,General
2018-06-01,3,0,1,2,"['borisjohnson michaelgove broken promises made citizens stories hear efta members friends written petition uk government please sign retweet https', 'forgetting british subjects living eu years arguably lose loss rights force return uk denied vote despite solemn commitment give', 'living will affected deliberately excluded residents colony rwanda colony mozambique got vote belgium portugal']",-0.2,Conservative,Andrea Jenkyns,General
2018-06-01,1,0,0,1,['nothing stopping tory govt spending anyway nowt eu money wiped uk assets day entire budget contributions eu years'],0.0,Conservative,Andrea Leadsom,General
2018-06-01,4,3,1,0,"['tory party captured entryism within utilising cabal namely erg ukip acting external pressure group shift party right secure achieving marginal victory tactics textbook stuff', 'campaign failed make compelling case instead relying amp denying faction still devoid positive reasons stay', 'oh want re run ll indulge moment stayed reformed within instead walked away worlds biggest free trade area delivered peace prosperity decades now let s move', 'make sure avoid attenborough s round corner m sure s hard people result deselected ll vote']",0.11702464202464204,Conservative,Anna Soubry,General
2018-06-01,1,0,1,0,['skinnock annietrev stephen refers mile tailbacks extra sec checks dover horrendous agreed tailbacks impacts eu countries ca understand discussed'],-0.05,Conservative,Anne-Marie Trevelyan,General
2018-06-01,1,0,1,0,['confused now policy ignore result amp remain customs union differ customs union interested clarification'],-0.07500000000000001,Labour,Barry Gardiner,General
2018-06-01,2,0,2,0,"['borisjohnson michaelgove broken promises made citizens stories hear efta members friends written petition uk government please sign retweet https', 'citizens vote unless commonwealth citizens cyprus malta country bilateral agreement ireland instead assured rights reduce anyone trust govt already broken promise']",-0.4,Conservative,Boris Johnson,General
2018-06-01,1,0,0,1,['yrs dumbest display along carolinelucas thatginamiller cllrcoghill'],0.0,Green  of England and Wales,Caroline Lucas,General
2018-06-01,1,0,0,1,['utter hypocrisy cgreenuk go davidcrausby stay silent pps'],0.0,Conservative,Chris Green,General
2018-06-01,1,0,1,0,['chukaumunna watched interview let stand statement british ppl voted leave amp millions excluded voting difficult anyone state facts'],-0.25,Labour,Chuka Umunna,General
2018-06-01,4,1,0,3,"['dozen colleagues sides house men women approached afterwards say behaviour sexist demeaning claireperrymp written speaker asking consider behaviour debate comments', 'claireperrymp complicated process mps want many mps possible want enrich process damn taxpayers voters', 'claireperrymp nigelmp hamper theresa may tory govt present plans amp deal gets parliament decide deal', 'claireperrymp need second referendum find government seeking public really wants first vote distracted country s real solvable problems will likely hinder economy generation']",0.065,Conservative,Claire Perry,General
2018-06-01,1,1,0,0,['spot despite industry saying day prioritise going kind saviour even ran ads british newspapers ffs still claim need us'],0.3,Conservative,Conor Burns,General
2018-06-01,1,0,0,1,['bbcnews interviewed length recent findings dcms committee ramifications wider political context damiancollins'],0.0,Conservative,Damian Collins,General
2018-06-01,1,0,1,0,['tonight bbcquestiontime comes reading voted difficult imagine biased panel voting constituency brussels broadcasting corporation'],-0.5,Conservative,Damian Hinds,General
2018-06-01,2,1,1,0,"['reply usual conservatives rehearsed reply value give damn business almost destroy country build new one ground ideals madness', 'thanks don t worry won t well aware labour s strong showing exeter last year partly stance']",0.08138528138528137,Labour,Darren Jones,General
2018-06-01,2,1,1,0,"['come perspective eventually achieving full key word eventually maybe take years honour danger compromise leads eventual departure amp advantage longer campaign another lol', 'almost years reports show going bad uk already excluded eu collaborations daviddavismp embarrassment give concrete actual benefit going']",0.10000000000000002,Conservative,David Davis,General
2018-06-01,1,0,0,1,['davidevennett let us protect give us'],0.0,Conservative,David Evennett,General
2018-06-01,1,1,0,0,['imortal words wonderful bristol another one'],1.0,Labour,David Lammy,General
2018-06-01,8,3,3,2,"['stunned mundell s lack understanding urgency anything need see real pressure put scottishlabour joint venture thesnp mps know corporation seems alien', 'tune tomorrow additional meeting questions davidmundelldct issues relating watch live', 'morning bill latest ianblackfordmp davidmundelldct fallout kids learn fake news listen live https', 'street lying mps people politicians must made stand people made explain lied us waiting hear davidmundelldct ruthdavidsonmsp daviddavismp borisjohnson', 's getting s getting worse count march nobody envisaged voted besides scotland plenty going england wants leave let d rather denmark dragged cliff', 'aye s working ultimatum ireland sort ni border re road deal boris says won t happen hmmm', 'trying protect nation livelihoods impact ll allot embarrassing re unemployed street following countries economic collapse', 'throughtful speeches davidmundelldct nosheenamobarik scottories convention perth still heavy lifting done brussels london deliver']",0.002066115702479342,Conservative,David Mundell,General
2018-06-01,1,0,0,1,['uk leaves access anything security eu thought politicians lied campaign'],0.0,Labour,Diane Abbott,General
2018-06-01,1,1,0,0,['best way know people want put forth people power decision will stop liamfox foretiafound'],1.0,Conservative,Dr Liam Fox,General
2018-06-01,4,2,0,2,"['today ministerial resignation statement drphillipleemp welcome sign indeed amp principled conservatives within ranks made point earlier correspondence mp lucyfrazermp whose constituency voted remain', 'good absolute basis need assert though seems awakening slumbers realise truly whole', 'omitted list https following issue manipulation british agents', 'finally honesty someone government s shambles several companies know exiting uk']",0.2111111111111111,Liberal Democrats,Dr Phillip Lee,General
2018-06-01,1,0,0,1,['two years still none wiser year go government abandoning redlines walking us towards cliff edge supported way'],0.0,Liberal Democrats,Edward Davey,General
2018-06-01,1,0,1,0,['interesting stuff trussliz obvious reasons completely skates major issue challenging thesis small government making everything hard will hit economy hard virtually ideas will become mere sideshows'],-0.01898148148148148,Conservative,Elizabeth Truss,General
2018-06-01,1,0,1,0,['another day another policy uklabour trouble none plans involve honouring uklabour manifesto promise respect'],-0.2,Labour,Emily Thornberry,General
2018-06-01,1,1,0,0,['tip iceberg anglophones suffer paul biya military beg good people cohenonafrica kofiannan secpompeo georgesoros nikkihaley hbaldwin karenpierceun nebenziaun leahhardingaje usembyaounde stop https'],0.3,Conservative,Harriett Baldwin,General
2018-06-01,1,1,0,0,['top growth league bottom failed talks future cross channel flying rights excluded biggest trade deal history course mostly'],0.1,Conservative,Jacob Rees-Mogg,General
2018-06-01,7,3,4,0,"['skewed priorities utter absense austerity debate except advocate austerity light seeming unwillingness put much needed effort analysing result engage leavers build base upon open turn may', 'even abt comes people mind paying little tax really goes problem lying campaign plumbed new depths esp johnson gove leadsom amp mordaunt thought stop now today pm sad', 'fake argument compare general election constituency voter split binary choice voters multiple parties binary choice majority voters constituencies majority varied', 'jeremycorbyn uklabour many others must now urgently publicly address serious implications democracy future arising many instances alleged present silence deafening', 'jeremycorbyn stop sabotage first ca without candidates singing hymnsheet without unity vote will split boris differ screw', 'hard brexit never will people interpretation made likes ian duncan smith result view tiny minority will changed significantly two years ago now truth brexit become much clearer', 'allowed happen must stopped reaching jeremycorbyn disappointed backing given outcome achieved lies fraud']",-0.026045454545454535,Labour,Jeremy Corbyn,General
2018-06-01,1,0,1,0,['oh libdems scotlibdems second will block oh blatant hypocrisy must think came clyde water biscuit speak much hard work'],-0.2638888888888889,Scottish National,Jo Swinson,General
2018-06-01,1,0,0,1,['another vg piece johnpenrosenews politicians find excuses undermine deny result actions will acid eating away heart british democracy'],0.0,Conservative,John Penrose,General
2018-06-01,2,1,1,0,"['democracy flew window moment cameron called now longer party politics saving country dire future fuck egos tory labour party front benches', 'jeremycorbyn uklabour many others must now urgently publicly address serious implications democracy future arising many instances alleged present silence deafening']",0.018518518518518517,Labour,Keir Starmer,General
2018-06-01,1,0,1,0,['article fuqwit claimed fearful party policies mean family deported mentioned never voted understood details'],-0.60625,Scottish National,Kirstene Hair,General
2018-06-01,1,1,0,0,['nazshahbfd laurapidcockmp fine parliamentarians attended meaningful vote hospital wheeled vote tory whips let nod strong strong women respect thank uklabour'],0.44583333333333336,Labour,Laura Pidcock,General
2018-06-01,1,1,0,0,['today ministerial resignation statement drphillipleemp welcome sign indeed amp principled conservatives within ranks made point earlier correspondence mp lucyfrazermp whose constituency voted remain'],0.4,Conservative,Lucy Frazer,General
2018-06-01,2,0,2,0,"['borisjohnson michaelgove broken promises made citizens stories hear efta members friends written petition uk government please sign retweet https', 'citizens vote unless commonwealth citizens cyprus malta country bilateral agreement ireland instead assured rights reduce anyone trust govt already broken promise']",-0.4,Conservative,Michael Gove,General
2018-06-01,1,1,0,0,['nazshahbfd laurapidcockmp fine parliamentarians attended meaningful vote hospital wheeled vote tory whips let nod strong strong women respect thank uklabour'],0.44583333333333336,Labour,Naz Shah,General
2018-06-01,1,0,1,0,['tory govt seek conceal details past dup spending including donation constitutional research council https tvkev gailporter'],-0.25,Conservative,Rehman Chishti,General
2018-06-01,2,2,0,0,"['given overwhelming evidence current ministers lied nation campaign amp govt lied parliament several occasions eg earth makes believe assurances govt daft', 'weird sarahwollaston went alleged leaver ardent remainer prepared bring gov quite remarkable conversions go one right st paul']",0.1336734693877551,Conservative,Sarah Wollaston,General
