,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2018-05-01,1,1,0,0,['maintained created war weary poor europe ashamed generation mostly voting leave eu urge young fight keep us eu fighting alongside eu forever'],0.06666666666666667,Conservative,Jo Churchill,Stay in EU
2018-05-01,1,0,1,0,['says numpty suggested camp serious blocking action needs ramped forget demonstrations take leaf french blockade ports block motorways burn odd tyre etc breton throw eggs cow shit pride'],-0.12222222222222223,Scottish National,Jo Swinson,Stay in EU
2018-05-01,1,0,1,0,['key reason anecdotally friends neighbours uklabour stance weak barnet'],-0.1875,Labour,John McDonnell,Stay in EU
2018-05-01,14,7,3,4,"['problem time tests seen failed will left eu way back slow involve significant concession current position know tests met except membership campaign now', 'funny winning strategy far corbyn lame constructive ambiguity refuse anything brexit instead ambiguity labour win big decimated', 'bc bot one right mind actually human paying bills change nonsense', 'says numpty suggested camp serious blocking action needs ramped forget demonstrations take leaf french blockade ports block motorways burn odd tyre etc breton throw eggs cow shit pride', 'stands substantive sense uklabour policy brexit differ tories take vote granted', 'please delete word hard final sentence virtually guarantee success soft brexit financial disaster damage gfa lose ukippers gain lots supporters', 'neither will anything acceptable work uklabour unless give people vote final deal support chance know damage will cause uk economy jobs time many plz listen', 'supposedly national decision know people voted bs taken upon dealings fully across parliament colours first capital letter last full stop', 'agree campaign pitiful still lied misled cheated achieve small majority advisory referendum clear instruction given people ironically ukip benefited pr claiming eu undemocratic make', 'calling earth north quit name calling tiny minority labour voters country voted leave actually leafy south majority voted voted leave already gone tories', 'know thought now put going drop objections campaign relentlessly', 'uklabour fb jeremycorbyn will lose yet support voters take opportunity defeat deregulating tory extremists shadowbrexit labourlewis davidlammy https', 'young now see citizenship taken uklabour way complicit party stay power generation let electoral reality sink wreck', 'many locals total labour libdems thegreenparty vote trounced tories time rethink strategy u need gain progressive alliance prove democrats offer ppl option']",0.052316602316602324,Labour,Keir Starmer,Stay in EU
2018-05-01,2,1,1,0,"['says numpty suggested camp serious blocking action needs ramped forget demonstrations take leaf french blockade ports block motorways burn odd tyre etc breton throw eggs cow shit pride', 'congrats us brussels europe beyond right behind libdems agcolehamilton thomasbrake vincecable laylamoran haswellmartin kind hammer libdemfrance']",-0.027513227513227528,Conservative,Layla Moran,Stay in EU
2018-05-01,2,2,0,0,"['maintained created war weary poor europe ashamed generation mostly voting leave eu urge young fight keep us eu fighting alongside eu forever', 'matthancock want britain work effectively nations social media regulation suggest back cabinet colleagues european union strength unity best rcorbettmep']",0.22916666666666666,Conservative,Matthew Hancock,Stay in EU
2018-05-01,2,2,0,0,"['egregious lies possible within eu uk rural seaside benefited hugely protect need time', 'yeah right cancel referendum rigged read report one camp going accept mandate kind now stop complicit']",0.2571428571428571,Conservative,Michael Gove,Stay in EU
2018-05-01,2,1,0,1,"['obviously met andrea nadinedorries happily wreck gfa economy achieve brexit strategy alarm bells bank england shrinking economy families year worse', 's tweet pro tweet views find vilest replies brexiteers rocket science']",0.13333333333333333,Conservative,Nadine Dorries,Stay in EU
2018-05-01,1,1,0,0,['urge mp niagriffithmp support uklabour colleagues members parties support best interests constituents uk whole https'],0.6,Labour,Nia Griffith,Stay in EU
2018-05-01,3,3,0,0,"['bit disappointed tbh nick welcome means use stepping stones approach come across anyone setted sm may well fight', 'rumour true nicked mic uk entry', 'nicky feels control buttock clenching moment catastrophic crash maybe wheels come bus gain enough support colleagues stench lies corruption overwhelming']",0.18,Conservative,Nicky Morgan,Stay in EU
2018-05-01,1,1,0,0,['people voted insulated social divide divide worsened last years focus one political issue won t improve exits govt control deprivation'],0.011111111111111112,Conservative,Nigel Evans,Stay in EU
2018-05-01,2,1,1,0,"['shocking stance opposition uklabour worthy title months now', 'fact whole campaign one big project fear diverted attention away getting chant project fear religious fervour whenever pointed gaping hole logic https']",-0.09333333333333335,Labour,Owen Smith,Stay in EU
2018-05-01,1,0,0,1,['tories committed brexit form will damage poorest regions uk whilst uklabour fb giving helping hand many betrayed jeremycorbyn said wouldn t impose policy unilaterally'],0.0,Labour Co-operative,Preet Gill,Stay in EU
2018-05-01,1,0,0,1,['sajidjavid dear home secretary u explain people europe came s different people came caribbean s invited came help us settled paid tax raised kids etc'],0.0,Conservative,Sajid Javid,Stay in EU
2018-05-01,1,1,0,0,['good hear welcome world rightly said majority now ni people want s wilson represent us'],0.5952380952380952,Democratic Unionist,Sammy Wilson,Stay in EU
2018-05-01,1,0,0,1,['fear autumn election may lose richmond park hastings rye uklabour several labour marginals will fall hands labour remainers gave jeremycorbyn benefit doubt longer'],0.0,Labour,Sarah Jones,Stay in EU
2018-05-01,2,1,0,1,"['ca think anyone side calls remainers way pete richard call', 'untruths videos major figures sides saying exact opposite wishing keep us chained corpse used part']",0.10416666666666667,Conservative,Sarah Wollaston,Stay in EU
2018-05-01,1,0,0,1,['ca think anyone side calls remainers way pete richard call'],0.0,Conservative,Stephen Hammond,Stay in EU
2018-05-01,1,0,0,1,['ca think anyone side calls remainers way pete richard call'],0.0,Labour,Stephen Kinnock,Stay in EU
2018-05-01,1,1,0,0,['nah true patriot seeking defend uk harm fight stop ensure uk s open tolerant internationalist country current rights controls https'],0.11666666666666665,Conservative,Steven Baker,Stay in EU
2018-05-01,28,14,5,9,"['cc conservatives franchise expired mrs may community growing progressively deserve facts know today lies know voted https', 've hoping steel negotiations two years capitulation now means s got grey ears trunk s elephant time new leader https', 'sang song first hit back day great footage mood march weeks time turn sing along https', 'call many members tonight bbcquestiontime audience leadership pm take us delay said one voter pm negotiate knowing full authority majority voters', 'ukip boris johnson knows anything believes come expect incompetence laziness politicians incompetence shown far goes way beyond believable unspoken policy', 'hmrc estimates cost leaving customs union high one expect organisation takes weeks send simple form borisjohnson daviddavismp', 'another lie countrys leading appeaser', 'great photos comin last night gig whitehall sure hope listenin road huge thanks mighty dylantrocks keep rockin eu', 'assuming manage deliver financially damaging soft brexit money coming ukconservative illusionary uklabour delusionary', 'world leaders withdraw greatest opportunity leader influential union europe world leaders lead change improve relationships rules quit', 'fear autumn election may lose richmond park hastings rye uklabour several labour marginals will fall hands labour remainers gave jeremycorbyn benefit doubt longer', 'plain mrs hard will see break away perhaps follow britain will become little small vulnerable country influence limited wealth sad basket case', 'ca think anyone side calls remainers way pete richard call', 'use word people implies voted voted surely someone promotes values fairness openness trust will right thing', 't fit reply allocated space twitter screenshot facebook many versions able say people knew voted least people knew wanted remain eu', 'jeremycorbyn won t opposition easy right thing oppose s d win vote save nation self harm instead carry echoing stance ideology https', 'reality eu economy will less world economy decade eu morphing run united states europe uk european will reuled apart camp', 'wow anger journalistic arrogance custom partnership either jeremycorbyn non starter shackled eu custom union worst worlds ruled eu want vision merkel shultz macron junkers', 'trouble advisers whips now appear pushing wo want support uklabour mps voteleave constituencies carolineflintmphttps', 'remember time kowtow buckle pressure delusional back bench ideologists tax dodgers extremist media barons stick gut instinct https', 'deal now likely thanks friends way negotiate clean eu faces threatening resign vote hoc', 'movement taking back daviddavismp borisjohnson nigelfarage', 'control borders now sign schengen check facts post brexit trade deals create imports therefore balance payments takes hit therefore money nhs best option uk honesty facts gov', 'beware gamble political career try force cu fudge partnership will lose clock ticking sides', 'getting really sick hearing borisjohnson screaming common sense sidelines need leadership contest downing street stop now late', 'lbc independent thetimes talkradio british negotiating tactics eu embarrassing eu let everyone know want britain letting everyone know consequences sides', 'peados will rejoicing antisemitic way stopping people telling truth jews uk expelled jews save britain sex rape finnish court rules migrant s case https', 'rt peston seems swing foreign investment flows uk negative sense according latest oecd']",0.10167170473204956,Conservative,Theresa May,Stay in EU
2018-05-01,3,2,0,1,"['exit brexit libdems bestforbritain', 'jeremycorbyn uklabour come support convinced right nothing fear vote ll benefit goodwill engendered', 'congrats us brussels europe beyond right behind libdems agcolehamilton thomasbrake vincecable laylamoran haswellmartin kind hammer libdemfrance']",0.19285714285714284,Liberal Democrats,Tom Brake,Stay in EU
2018-05-01,6,3,0,3,"['exit brexit libdems bestforbritain', 'join libdems lol many mps got fully behind weren t student fees hiked part arrogant establishment learnt nothing disastrous campaign still peddling trot lol', 'question new councillors parties will now much finance trickles central govt opinion need key yr period pain economy will struggle', 've supported start even though know campaigns libdems address vincecable', 'lib dems benefitted protest vote see serial opportunist vince justify crowing lib dems knew gutless swines shamelessly using electorate shame shame', 'congrats us brussels europe beyond right behind libdems agcolehamilton thomasbrake vincecable laylamoran haswellmartin kind hammer libdemfrance']",0.15183982683982686,Liberal Democrats,Vincent Cable,Stay in EU
2018-06-01,1,1,0,0,['took photo june walking bridge gathering downing street wait boss brilliant oletwinofficial people spoke definitely leaving democratic vote needs'],0.45,Conservative,Alok Sharma,Stay in EU
2018-06-01,1,0,1,0,['increasing cries desperation supporters england look vain leadership party willing stand wreckers least choice feels safety net'],-0.016666666666666663,Scottish National,Angus MacNeil,Stay in EU
2018-06-01,1,0,0,1,['majority people northern ireland voted representation apart lady sylvia herman say thank'],0.0,Conservative,Anna McMorrin,Stay in EU
2018-06-01,12,3,5,4,"['uk politicians using news persuade public uk benefits leaving idle chatter arguments peace security health trade demonstrate', 'brexiters crooks damaging country us weakening isolating destabilising impoverishing uk remainers true patriots trying protect country damage destructive brexiters', 'campaign failed make compelling case instead relying denying faction still devoid positive reasons stay', 'will decision euref politicians parliament tricky traitors mention advisory pm promise respect people s decision https', 'utter nonsense one might expect entire country decide start scotland northern ireland start voted maybe count lot respect courage', 'one normally stupidity check first cos churchill said doesn t validate compassion beats far won t find excuses hunting isolated quotes people reputation say don t join', 'turn ship around exit brexit rare medium well done brexit s disaster subject criminal investigations prosecutions', 'great mp board great work constituents voted clear messaging will speaking putting country party', 'shared urged ditch fallacy easy trade deals independent daily edition well said vince cable https', 'apparently planning without option support people vote without option vote brexit whichever way look await response allegation oxfordstays', 'will decision euref politicians parliament tricky traitors mention advisory pm promise respect people s decision https', 'campaign failed make compelling case instead relying denying faction still devoid positive reasons stay']",0.0488927738927739,Conservative,Anna Soubry,Stay in EU
2018-06-01,4,1,2,1,"['heard borisjohnson still time change madness via', 'magic money tree money goes nhs will money come set new uk agencies longer members leaving much top billion will pay agencies members', 'shameless charlatan now trying con country dividend due loss trade tax revenue country will now lot poorer country need', 'borisjohnson meeting maltese professor flipping whats getting involvement many goldmines someone find stupid covered tracks']",0.11856060606060605,Conservative,Boris Johnson,Stay in EU
2018-06-01,2,1,1,0,"['dominic grieve votes amendment written bill read right labour mps flaked abstained apart flint don t paint remainers hardline carolineflintmp', 'eu mp launched vicious discourteous attack mp caroline carolineflintmp voted eu accepts majority last june hughrbennett']",-0.3410714285714286,Labour,Caroline Flint,Stay in EU
2018-06-01,5,3,2,0,"['must option rational folk know already causing irreparable harm uk leave us poorer weaker less control fewer rights mismanaged start invoked anyone clue', 'inspiring carolinelucas parliament square', 'truly passionate speech carolinelucas', 'will add onto strong rely see value words equal citizen way much accusation treason leave side believe ya right thing country patriot', 'interesting sun chose put pictures british landmarks front page anyone seriously think lose apart people buy told think']",0.13690476190476192,Green  of England and Wales,Caroline Lucas,Stay in EU
2018-06-01,1,1,0,0,['hi chionwurah moved constituency anxious help us stay eu defend us want option family olds vote loved dead grannies voted leave'],0.08333333333333331,Labour,Chi Onwurah,Stay in EU
2018-06-01,1,0,1,0,['million london boroughs voted remain yet managed sore losers streets never mind though ll soon monday'],-0.2,Others,Chris Leslie,Stay in EU
2018-06-01,1,1,0,0,['derbychrisw please start job protect constituents country brexit know brexit will destroy many constituents lives https'],0.15,Independent,Chris Williamson,Stay in EU
2018-06-01,1,1,0,0,['https excellent appears article mp pro final vote'],0.5,Labour,Christian Matheson,Stay in EU
2018-06-01,7,4,2,1,"['overwhelmingly voted voted yet english tory government give fyck farce beginning', 'talkradio mailonline uklabour chuka umunna withdrawn labour leadership contest might won forming policy sniping side', 'bullshit lies come single reason stay failed scared death world outside nothing ca better faster cheaper outside', 'guyverhofstadt pulling vinvce cables strings many times chukaumunna meet instruction deep forign involvement campaign received money foreign companies invites embassy discussed oppersition', 'tosh chukaumunna bbc afneil tell us successive govs didnt control immigration cameron went seeking eu reform eea allows says s wrong people things eu', 'will will tweet cross will stand coup prevent may pushing travesty remember mps huge majority time throw weight around time oppose', 'apparently planning without option support people vote without option vote brexit whichever way look await response allegation oxfordstays']",0.023571428571428577,Labour,Chuka Umunna,Stay in EU
2018-06-01,1,1,0,0,['leave know individual governments will moving far right ken loach fiercely critical eu project voting quote june'],0.09642857142857142,Labour,Clive Lewis,Stay in EU
2018-06-01,1,0,1,0,['tonight bbcquestiontime comes reading voted difficult imagine biased panel voting constituency brussels broadcasting corporation'],-0.5,Conservative,Damian Hinds,Stay in EU
2018-06-01,1,0,0,1,['darrenpjones please consider joining march starting pall mall tomorrow london rd june'],0.0,Labour,Darren Jones,Stay in EU
2018-06-01,1,0,1,0,['mind blowing observation david knew day one negotiation told us cherry picking spent time effort trying unpick statement two choices hard'],-0.19583333333333336,Conservative,David Davis,Stay in EU
2018-06-01,1,0,0,1,['davidlammy opendemocracy neatly ers want eu benifit https'],0.0,Labour,David Lammy,Stay in EU
2018-06-01,1,0,1,0,['thesnp nails johnbercow responds positively wm needs major procedural change davidmundelldct disgrace needs apologize outrageous attitude country voted'],-0.23674242424242423,Conservative,David Mundell,Stay in EU
2018-06-01,1,0,1,0,['asked mp djwarburton affects doesn t care long profits brexit constituents suffer die please mps help us'],-0.05,Conservative,David Warburton,Stay in EU
2018-06-01,1,1,0,0,['johnmcdonnellmp hackneyabbott emilythornberry people came country representing majority want britain eu best framework lead'],1.0,Labour,Diane Abbott,Stay in EU
2018-06-01,1,1,0,0,['liamfox time back fantasy sales pitches around world will major manufacturers left uk'],0.020833333333333332,Conservative,Dr Liam Fox,Stay in EU
2018-06-01,3,0,2,1,"['brexiters crooks damaging country us weakening isolating destabilising impoverishing uk remainers true patriots trying protect country damage destructive brexiters', 'selected portions resignation statement drphillipleemp source', 'foreign interference urging people vote nothing obama nothing every eu state commission soros none know people ignored lies']",-0.125,Liberal Democrats,Dr Phillip Lee,Stay in EU
2018-06-01,1,1,0,0,['johnmcdonnellmp hackneyabbott emilythornberry people came country representing majority want britain eu best framework lead'],1.0,Labour,Emily Thornberry,Stay in EU
2018-06-01,1,1,0,0,['supporting brexit working time make case positive brexit sunlit upland unicorns exist liars rewarded utopian ideas invest britain'],0.23863636363636365,Labour Co-operative,Gareth Snell,Stay in EU
2018-06-01,2,1,0,1,"['went right ask question find unheard unseen ignored majority decided enough enough re everywhere don t travel far bubble metropolis find', 'uk politicians using news persuade public uk benefits leaving idle chatter arguments peace security health trade demonstrate']",0.07714285714285714,Conservative,George Freeman,Stay in EU
2018-06-01,1,0,1,0,['targeted message sent please ignore attempt subvert democracy remember constituents voted understand immigration zero sum game know benefit brexit long short term'],-0.15,Conservative,Heidi Allen,Stay in EU
2018-06-01,1,0,1,0,['thesnp nicolasturgeon scotland stands behind snp mps westminster holyrood must protected scotland s national interest protected tory ideologies ripping us uk apart'],-0.4,Scottish National,Ian Blackford,Stay in EU
2018-06-01,1,1,0,0,['guyverhofstadt pulling vinvce cables strings many times chukaumunna meet instruction deep forign involvement campaign received money foreign companies invites embassy discussed oppersition'],0.125,Labour,Ian C. Lucas,Stay in EU
2018-06-01,9,5,4,0,"['inventing figures nhs solely fictional eu contribution amazingly quitlings still actually believe dividend better naive', 'totally disagree mr pat backward looking respects forgets lessons european history long will euro zone eu centralist political entity demonstrating behaviour ecb man https', 'mp dancing head pin reneged deal ca say either duplicitous shit weak buckled pressure', 'surely keep hammering home definitely win trying force will dig heels prevent allowed', 'finds will impartial finds form democracy comes straight rule book', 'con con will always con con verb declines thus brexeō brexīs brexeunt continues decline quickly uk enablers end cons belmarsh prison', 'dm email address forward reply jc recently stance brexit labour supporter uklabour manifesto brexit none affordable jc says definitely win ge landslide', 'lbc independent telegraph food medicine petrol eu hard means eu wo supply us anymore think', 'elaborate please breakdown project fear wrong s nowhere near sufficient say s wrong want details directly please']",0.09236111111111113,Conservative,Jacob Rees-Mogg,Stay in EU
2018-06-01,25,13,6,6,"['replace jeremycorbyn dynamic labour leader huge influx supporters sides labour enough interruption parliament country bring government ge within months landslide labour tories end brexit new democracy nhs saved https', 'question jeremycorbyn real danger now theresa may will see option withdraw autumn snatch jaws sigh relief round stuck privatising tories foreseeable', 'voters voted unequivocally voted wrong party voted straight jeremycorbyn mouth', 'brexit fundamentally many will continue campaign labour party aligns almost views will campaign removal office jeremy corbyn inability act incompatible policies', 'kev missed article jeremycorbyn coward running away march weekend s jeremy corbyn', 'watch grotbags mean green mother outer space youtube https bbceastenders realdonaldtrump jacquelinemjos russelltovey jeremycorbyn yahoocare mindincroydon twittersupport', 'voted jeremycorbyn twice last ge unless commitment push final vote option vote shift libdems', 'johnmcdonnellmp hackneyabbott emilythornberry people came country representing majority want britain eu best framework lead', 'conservatives government supported jeremycorbyn uklabour appear taking view deal better deal trying square circle outcome referendum majority country parliament https', 'well marginal now looks precious vote precious will now shift much point voting party want parliament power jeremycorbyn time now vote heart give best possible chance', 'rather poncing around flattered uklabour faithful today jeremycorbyn read stop ruining many services pretend support', 'lewisham east swing labour lib dems constituency listening jeremycorbyn https', 'yes well done one lesson uklabour dismissing voters will cost jeremycorbyn chance forming next government https', 'sabotaged campaign whipped mps vote support tories every time without scrutiny question whatsoever sacked mps tabled amendements soften different', 'listen clown least bit interested rubbish predictions married man deals accounts living knows exactly talking simply read rubbish thegardiannews', 'exploiting news arron banks met took favours russian officials benefitting leaveeu referendum corrupt wealth nhs', 'appear supporting brexit stance starting think labour supporters want eu want special brexit without tax revenues financial aerospace auto etc may tricky', 'jeremycorbyn uklabour resigned labour precisely sort crap labour leadership treating intelligent people idiots taking labour voters granted treating contempt', 'dm email address forward reply jc recently stance brexit labour supporter uklabour manifesto brexit none affordable jc says definitely win ge landslide', 'except lucy uklabour now lost voters last year lost tactical voters last year now losing young people jeremycorbyn supports lost already', 'new study reveals hit living standards brexit bbceastenders realdonaldtrump jacquelinemjos russelltovey jeremycorbyn yahoocare mindincroydon twittersupport', 'look mr lbc gov poll last ge re labour conservatives voted lab madness desperate without commitment jeremycorbyn will voting', 'factor yougov stopped sending surveys many voters end responses still said wanted now least time useless lying politicians', 'perfect example wise words european friend jeremycorbyn johnmcdonnellmp', 'good news leading political figures grassroots campaigners want one personal biggest frustrations diversion time talent energy tens thousands people away uk problems futile']",0.12940672963400238,Labour,Jeremy Corbyn,Stay in EU
2018-06-01,1,0,0,1,['john will wish will sign accept choice pay lose rebates matters eu become eu thank john'],0.0,Labour,John Mann,Stay in EU
2018-06-01,4,2,2,0,"['johnmcdonnellmp hackneyabbott emilythornberry people came country representing majority want britain eu best framework lead', 'agree trump ways blessing disguise deflects party idiotic stance brexit', 'balanced view independent still puts us week poorer brexit dividend gdp growth lowest wages levels info crap https', 'perfect example wise words european friend jeremycorbyn johnmcdonnellmp']",0.1761904761904762,Labour,John McDonnell,Stay in EU
2018-06-01,2,0,2,0,"['dear john s s desperately devastatingly dull dishwater trying save country catastrophe making', 'hey john long ago helping continent advising people keep money flowing uk eu forgotten https']",-0.17083333333333334,Conservative,John Redwood,Stay in EU
2018-06-01,1,0,1,0,['balanced view independent still puts us week poorer brexit dividend gdp growth lowest wages levels info crap https'],-0.4,Labour Co-operative,Jonathan Ashworth,Stay in EU
2018-06-01,1,0,0,1,['eu united thrive jreynoldsmp'],0.0,Labour Co-operative,Jonathan Reynolds,Stay in EU
2018-06-01,1,1,0,0,['happened voted leave now want dont make assumptions getting wish pay benefits work willing hand uk citz never worked day lives'],0.25,Labour,Kate Hoey,Stay in EU
2018-06-01,7,3,3,1,"['johnmcdonnellmp hackneyabbott emilythornberry people came country representing majority want britain eu best framework lead', 'always many reasons delay took six months separate two separate nations take forever uk doesn t https', 'eu united thrive jreynoldsmp', 'blimey pavlo half entire electorate screaming corbyn moment desperate go rescue us insanity sits bloody hands vote support', 'perfect example wise words european friend jeremycorbyn johnmcdonnellmp', 'revoke spare us tory created stupidity let least somebody enough talent us properly right time now https', 'jeremycorbyn uklabour resigned labour precisely sort crap labour leadership treating intelligent people idiots taking labour voters granted treating contempt']",0.03641456582633052,Labour,Keir Starmer,Stay in EU
2018-06-01,1,1,0,0,['always many reasons delay took six months separate two separate nations take forever uk doesn t https'],0.5,Labour,Khalid Mahmood,Stay in EU
2018-06-01,1,1,0,0,['markfielduk constituent hope look interests cityoflondon constituency voted overwhelmingly voting governments attempt ram vote reject sensible amendments lords'],0.5,Conservative,Mark Field,Stay in EU
2018-06-01,1,1,0,0,['pleased see gain battersea clearly good mp please fight brexit many excluded vote dirty tricks lies result respected will never better deal now'],0.17,Conservative,Marsha de Cordova,Stay in EU
2018-06-01,1,1,0,0,['great mp board great work constituents voted clear messaging will speaking putting country party'],0.5666666666666668,Conservative,Mary Robinson,Stay in EU
2018-06-01,2,1,0,1,"['thanks response mike reading lines bit one comment tells need know entirely expected seat might safe view will soon side house', 'fact thing us fears combined economic political clout often climbed stand together kind idiot runs protection wagon train take entire sioux nation']",0.07499999999999998,Conservative,Michael Fabricant,Stay in EU
2018-06-01,1,1,0,0,['needs said politically michaelgove pure poison people absolute snake needs controlled banished'],0.13809523809523808,Conservative,Michael Gove,Stay in EU
2018-06-01,1,0,0,1,['still eu nadine didn t stop us deal build australia ask friends erg well cos s bullshit'],0.0,Conservative,Nadine Dorries,Stay in EU
2018-06-01,1,1,0,0,['flags flying derelict buildings thanks'],0.2,Independent,Nick Boles,Stay in EU
2018-06-01,1,0,0,1,['offer comments maidenhead constituents'],0.0,Conservative,Nicky Morgan,Stay in EU
2018-06-01,1,1,0,0,['took photo june walking bridge gathering downing street wait boss brilliant oletwinofficial people spoke definitely leaving democratic vote needs'],0.45,Independent,Oliver Letwin,Stay in EU
2018-06-01,2,1,0,1,"['enough dictatorship left right happened sanity democracy uk going hell handcart', 'majority people northern ireland voted representation apart lady sylvia herman say thank']",0.09523809523809523,Labour,Owen Smith,Stay in EU
2018-06-01,1,0,0,1,['https philiphammonduk avoided negotiating reformed eu time decentralise federation confederation'],0.0,Conservative,Philip Hammond,Stay in EU
2018-06-01,6,5,1,0,"['given number reasons england voted now give one coherent defence never mind promotion eu heard one years insults abuse threats lies go good luck', 'namely recall many untruths came mouths least eu army fact seems accelerated implementation clegg clearly stated uk laws stem eu denied', 'whereas threats eurocrats verhofstadt juncker barnier perfectly acceptable made one persuasive reason might novel enough sway voters threats', 'thank goodness dividend let s make sure parliament interfere people s mandate eu cu sm', 'sarah ultimately mps failed us putting party careers constituencies country buckled pressure right wing press will people time mps grow backbone', 'sarah bet glad changed support leave ref imagine part nadine s crowd']",0.2738095238095238,Conservative,Sarah Wollaston,Stay in EU
2018-06-01,1,0,1,0,['responses paragraph going affected politician supports pm plan knowing going destroy constituents lively hood credibility'],-0.03181818181818183,Conservative,Stephen Crabb,Stay in EU
2018-06-01,2,0,2,0,"['mp dancing head pin reneged deal ca say either duplicitous shit weak buckled pressure', 'mainstreamuk sick getting ads encouraging badger former mp deliver brexit wimbledon overwhelmingly stephen one sane tories left trying save country catastrophe funds ad campaign']",-0.13154761904761902,Conservative,Stephen Hammond,Stay in EU
2018-06-01,1,0,1,0,['eu dealt cameron properly instead showing flexibility referendum refused reform asked judge eu offer eu late'],-0.15,Labour,Stephen Kinnock,Stay in EU
2018-06-01,1,1,0,0,['reject agenda return fighting best option uk clearly advocate advantages membership accept system flawed state labour gov lead eu direction within'],0.20000000000000004,Labour,Thangam Debbonaire,Stay in EU
2018-06-01,26,13,4,9,"['said months now see treachery making start done everything prevent full voted', 'terms final deal prob deal bunch charge suggest time left us crash option absence leadership gov opposition mps best hope', 'storm chocolate teapot boris resigning achieve nothing hand another win best keep powder dry many dislikes boris must something right still lots air miles go runway gets built', 'watch grotbags mean green mother outer space youtube https bbceastenders realdonaldtrump jacquelinemjos russelltovey jeremycorbyn yahoocare mindincroydon twittersupport', 'michelbarnier pay accept become pay renegotiate rebates accept rules formed s available', 'people rising time listening give deal including option face removed people', 'new study reveals hit living standards brexit bbceastenders realdonaldtrump jacquelinemjos russelltovey jeremycorbyn yahoocare mindincroydon twittersupport', 'constituency lead majority vote voters must given right vote eu membership final decision made given real options many jobs lives will affected decades', 'heard borisjohnson still time change madness via', 'guyverhofstadt junckereu dividend talking job losses job change skilled positions picking fruit let', 'must never undermine nato alone preserved peace europe decades must support fully actively avoid sideshow eu army demands brussels veteransbritain', 'money will likely come taxes still jobs don t mind paying sticks throat stayed eu uk better', 'possible prime minister remove right eu citizenship entire population volition grounds sue', 'john will wish will sign accept choice pay lose rebates matters eu become eu thank john', 'reading papers fighting rebels rebels left side disappointing government time need real leadership time new political parties uk', 'giving mps say wo thwart brexit insists pm striving reassure promise give mps say eu negotiations will lead country decision leave thwarted facing warnings sides', 'don t resign conservatives balls replace prime minster someone will implement means means will landslide', 'listen clown least bit interested rubbish predictions married man deals accounts living knows exactly talking simply read rubbish thegardiannews', 'take entire population uk invited essential party certainly know want brexit easy way find agree include option know exactly want easy', 'look back week people choice controlee controller later requires letter one', 'genuinely see good whatsoever coming leaving eu cares happens jobs economy provided delivering will genuinely fear future country leave', 'majority voted changed mind', 'offer comments maidenhead constituents', 'vote actually vote immigration ballot paper although personally life saved wherever doctors nurses come', 'mp dancing head pin reneged deal ca say either duplicitous shit weak buckled pressure', 'every possibility withdraw remainers appreciate impacts brexit will us decades years s sheer imbecility grasp legal economic implications rabid xenophobic want proceed want brexit dead']",0.15746950019677297,Conservative,Theresa May,Stay in EU
2018-06-01,1,0,0,1,['end will sign michelbarnier shoves front accept avoid pay rebates eu'],0.0,Liberal Democrats,Tom Brake,Stay in EU
2018-06-01,1,0,0,1,['refused electrification railway line happens wo give flying toss go ahead option appreciate pressure must corbyn henchmen'],0.0,Conservative,Tonia Antoniazzi,Stay in EU
2018-06-01,2,2,0,0,"['listen clown least bit interested rubbish predictions married man deals accounts living knows exactly talking simply read rubbish thegardiannews', 'open britain different group soft brexiters welcome come swell numbers really care maintain stance tweets serve dissuade remainers taking part helpful cause']",0.155,Liberal Democrats,Vincent Cable,Stay in EU
2018-06-01,1,1,0,0,['don t blame strong sentiment wanting keep pushing case abhor arrogance elitism coming fringe much damaging actual difference opinion'],0.2111111111111111,Conservative,William Cash,Stay in EU
2018-07-01,12,8,4,0,"['nah let stop nonsense put nhs lead europe within will help us achieve many', 'lol economic research half wits ffs eu didn t even exist uk wasnt even eec either please', 'latest conhome cchqpress conservatives dcbmep andreajenkyns brexitstewart liamfox borisjohnson isaby johnredwood', 'electoralcommuk mean independent bastion civil service one supporting member know gravy comes eh', 'personal perspective looks absolute shambles past yrs mystery faith supposed government sadly', 'much abuse lol little wisdom wanting ditch freedoms depend voters know accept democratic result s shame many sad losers left minority minority', 'point meant day weak put day always disaster waiting happen betrayal started take root first day beyond conned bent', 'don t love try steal future world s s sought tear free dated protection racket back world belong', 'slow hand clap mrs jenkyns need help maths fyi voted many constituency justify representing yes millions barred voting fine british', 'country s economic future vital eu children s future government needs act now ensure sold want profit brexit whilst throwing country wolves', 'want shackled backward looking mps andreajenkyns future working fellow european citizens maintain peace prevent rise extremists either left right xenophobes', 'told remain camp brexit means leaving single market leaving customs want want leave political union go alone']",0.11156015037593985,Conservative,Andrea Jenkyns,Stay in EU
2018-07-01,2,0,1,1,"['says andrealeadsom lady previous conservatives leadership contest talked talk stepped aside last minute give uncontested victory price paid price now another pieces silver', 'mps trying take freedom movement away will never vote']",-0.08333333333333333,Conservative,Andrea Leadsom,Stay in EU
2018-07-01,1,0,1,0,['given fact voters want hard market exit brexshit let alone deal exit look forward hearing reports pro yes braindead blogwits ex dly kipwit thick hack'],-0.2958333333333334,Conservative,Andrew Bridgen,Stay in EU
